Date,City,State,Shape,Summary,Tier,Image_URL,Description,Report_URL
"2025-12-05 04:00 Local Reported: 2025-12-05 07:42 Pacific Duration: On and off for two hours No of observers: 4 Location: Bartonsville, PA, USA Shape: Changing Viewed From: Land Direction from Viewer: A front view from my tractor Angle of Elevation: 45 Three UFOs in a triangle formation. Two of them cris-cross, stop, and shoot up in the sky. The third one disappeared in the tree line I’m a double track the trailer driver for FedEx Freight. I was coming back from Youngstown Ohio to Pocono Pennsylvania seen three UFOs in a triangle formation. Two of them criss crossed fast then both stopped at the exact same time and both shot up into probably space at the same time.The third one disappeared above the tree line lost track of it. Couple of minutes later, seen a faint star appear out of nowhere and and it got brighter and brighter than it faded out slowly, like it was moving away from me a towards me and then that kept happening like 15 times or more within two hours and the other one kept on appearing above the tree line in the distance, and within that time, I kept seeing a white strobe and a red strobe, possibly a fighter jet because it was doing wide circles within the area I seen these UFOs happened maybe 15×2nd one was doing the same thing, but not as bright seen an aircraft with a white strobe light and a red strobe light possibly a jet circling around big circles where I seen the uFOs, it was like they were playing with the fighter jet and Dora that time I seen for track the trailers pulled over on the side of the highway all within the same mile I think they were exerting it also because I had to pull over. Try to get video on my phone, but it was nothing but darkness. Posted 2025-12-07",Bartonsville,PA,"Changing Viewed From: Land Direction from Viewer: A front view from my tractor Angle of Elevation: 45 Three UFOs in a triangle formation. Two of them cris-cross, stop, and shoot up in the sky. The third one disappeared in the tree line I’m a double track the trailer driver for FedEx Freight. I was coming back from Youngstown Ohio to Pocono Pennsylvania seen three UFOs in a triangle formation. Two of them criss crossed fast then both stopped at the exact same time and both shot up into probably space at the same time.The third one disappeared above the tree line lost track of it. Couple of minutes later, seen a faint star appear out of nowhere and and it got brighter and brighter than it faded out slowly, like it was moving away from me a towards me and then that kept happening like 15 times or more within two hours and the other one kept on appearing above the tree line in the distance, and within that time, I kept seeing a white strobe and a red strobe, possibly a fighter jet because it was doing wide circles within the area I seen these UFOs happened maybe 15×2nd one was doing the same thing, but not as bright seen an aircraft with a white strobe light and a red strobe light possibly a jet circling around big circles where I seen the uFOs, it was like they were playing with the fighter jet and Dora that time I seen for track the trailers pulled over on the side of the highway all within the same mile I think they were exerting it also because I had to pull over. Try to get video on my phone, but it was nothing but darkness. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194561 Occurred: 2025-12-05 04:00 Local Reported: 2025-12-05 07:42 Pacific Duration: On and off for two hours No of observers: 4 Location: Bartonsville, PA, USA Shape: Changing Viewed From: Land Direction from Viewer: A front view from my tractor Angle of Elevation: 45 Three UFOs in a triangle formation. Two of them cris-cross, stop, and shoot up in the sky. The third one disappeared in the tree line I’m a double track the trailer driver for FedEx Freight",https://nuforc.org/sighting/?id=194561
"2025-12-05 03:30 Local Reported: 2025-12-05 15:49 Pacific Duration: 3 minutes No of observers: 2 Location: Village of Clarkston, MI, USA Location details: It was north up in the air Shape: Orb Color: Orange Estimated Size: Looked like a star Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: Miles away Estimated Speed: More floating slow Characteristics: Lights on object Four moving orbs fading in and out I saw four orbs moving in like S motions fading in and out, I work night shift for multiple years and I'm an avid star gazers I've never seen or experienced anything like this. Posted 2025-12-07",Village of Clarkston,MI,"Orb Color: Orange Estimated Size: Looked like a star Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: Miles away Estimated Speed: More floating slow Characteristics: Lights on object Four moving orbs fading in and out I saw four orbs moving in like S motions fading in and out, I work night shift for multiple years and I'm an avid star gazers I've never seen or experienced anything like this. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194569 Occurred: 2025-12-05 03:30 Local Reported: 2025-12-05 15:49 Pacific Duration: 3 minutes No of observers: 2 Location: Village of Clarkston, MI, USA Location details: It was north up in the air Shape: Orb Color: Orange Estimated Size: Looked like a star Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: Miles away Estimated Speed: More floating slow Characteristics: Lights on object Four moving orbs fading in and out I saw four orbs moving in like S motions fading in and out, I work night shift for multiple years and I'm an avid star gazers I've never seen or experienced anything like this",https://nuforc.org/sighting/?id=194569
"2025-12-05 07:44 Local Reported: 2025-12-05 17:26 Pacific Duration: 1 minute No of observers: 1 Location: Anchorage, AK, USA Location details: Above my house, heading south of Anchorage Shape: Egg Color: White and blue Estimated Size: Very large, Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: I would guess it was over 5000 feet up Estimated Speed: Fast very fast it was gone in a minute, maybe less Characteristics: Lights on object, Aircraft nearby Coming home from bus stop looked up above my house. Saw egg shake craft white light front back blue light center heading Southwest. Big I was walking home from the bus stop with my dog. My dog happened to run around me in a circle and I looked up and I saw white lights close together on metallic maybe egg shaped craft white light in front white light and back blue light in the center heading south west I was standing north of the object looking at it. I was very surprised. It looked very large possibly miles long. I’m not sure what I can say about the object in any more detail other than that it was there for such a short time I mean, probably less than a minute like I said a minute or less, but I do have this to say I did not make a report on what I’m about to say I saw a similar object in Ohio in June 2019 and it had red and white lights but very similar And very large I will have to fill out a report on that one because it was very close to me and I still can’t believe how anyone or everyone near me did not see this thing! Thank you for your time and having a place to report what I witnessed. Posted 2025-12-07",Anchorage,AK,"Egg Color: White and blue Estimated Size: Very large, Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: I would guess it was over 5000 feet up Estimated Speed: Fast very fast it was gone in a minute, maybe less Characteristics: Lights on object, Aircraft nearby Coming home from bus stop looked up above my house. Saw egg shake craft white light front back blue light center heading Southwest. Big I was walking home from the bus stop with my dog. My dog happened to run around me in a circle and I looked up and I saw white lights close together on metallic maybe egg shaped craft white light in front white light and back blue light in the center heading south west I was standing north of the object looking at it. I was very surprised. It looked very large possibly miles long. I’m not sure what I can say about the object in any more detail other than that it was there for such a short time I mean, probably less than a minute like I said a minute or less, but I do have this to say I did not make a report on what I’m about to say I saw a similar object in Ohio in June 2019 and it had red and white lights but very similar And very large I will have to fill out a report on that one because it was very close to me and I still can’t believe how anyone or everyone near me did not see this thing! Thank you for your time and having a place to report what I witnessed. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194571 Occurred: 2025-12-05 07:44 Local Reported: 2025-12-05 17:26 Pacific Duration: 1 minute No of observers: 1 Location: Anchorage, AK, USA Location details: Above my house, heading south of Anchorage Shape: Egg Color: White and blue Estimated Size: Very large, Viewed From: Land Direction from Viewer: North Angle of Elevation: 45 Closest Distance: I would guess it was over 5000 feet up Estimated Speed: Fast very fast it was gone in a minute, maybe less Characteristics: Lights on object, Aircraft nearby Coming home from bus stop looked up above my house. Saw egg shake craft white light front back blue light center heading Southwest. Big I was walking home from the bus stop with my dog",https://nuforc.org/sighting/?id=194571
"2025-12-04 20:45 Local Reported: 2025-12-06 01:06 Pacific Duration: Less than 10 minutes No of observers: 1 Location: Lenhartsville, PA, USA Location details: Rural area near major highway interchange in Berks Co. Shape: Light Color: Bright white Estimated Size: Unknown Viewed From: Land Direction from Viewer: 60 Angle of Elevation: 86 Closest Distance: Planes appear to fly above the object Estimated Speed: Movement not noticable with naked eye Characteristics: Lights on object, Aircraft nearby Large object with many bright lights hovering in night sky Second sighting at this location. Many lights lit up along the object. Object appears stationary at both sightings. Hovers in the sky for approx 7 minutes and then it moves to the east so fast it is unnoticeable. Could not get photo as it appears as a white blob. I have seen planes flying around the object, which is much larger than the planes. I do not live here but noticed this on my last two visits. Both times I have watched it hover and then it appears to have disappeared but I relocate behind me. At last sighting I thought it was gone but then noticed the lights behind the branches of a tree about 20ft behind me, blocking my view. Posted 2025-12-07",Lenhartsville,PA,"Light Color: Bright white Estimated Size: Unknown Viewed From: Land Direction from Viewer: 60 Angle of Elevation: 86 Closest Distance: Planes appear to fly above the object Estimated Speed: Movement not noticable with naked eye Characteristics: Lights on object, Aircraft nearby Large object with many bright lights hovering in night sky Second sighting at this location. Many lights lit up along the object. Object appears stationary at both sightings. Hovers in the sky for approx 7 minutes and then it moves to the east so fast it is unnoticeable. Could not get photo as it appears as a white blob. I have seen planes flying around the object, which is much larger than the planes. I do not live here but noticed this on my last two visits. Both times I have watched it hover and then it appears to have disappeared but I relocate behind me. At last sighting I thought it was gone but then noticed the lights behind the branches of a tree about 20ft behind me, blocking my view. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194575 Occurred: 2025-12-04 20:45 Local Reported: 2025-12-06 01:06 Pacific Duration: Less than 10 minutes No of observers: 1 Location: Lenhartsville, PA, USA Location details: Rural area near major highway interchange in Berks Co. Shape: Light Color: Bright white Estimated Size: Unknown Viewed From: Land Direction from Viewer: 60 Angle of Elevation: 86 Closest Distance: Planes appear to fly above the object Estimated Speed: Movement not noticable with naked eye Characteristics: Lights on object, Aircraft nearby Large object with many bright lights hovering in night sky Second sighting at this location. Hovers in the sky for approx 7 minutes and then it moves to the east so fast it is unnoticeable",https://nuforc.org/sighting/?id=194575
"2025-12-01 13:00 Local Reported: 2025-12-06 07:22 Pacific Duration: Seconds No of observers: 1 Location: Dayton, Western Australia, Australia Location details: West bound on Reid hwy Shape: Unknown Color: “Cloaked” Estimated Size: Unknown Viewed From: Land Angle of Elevation: 90 Closest Distance: Unknown Estimated Speed: Unknown Cloaked aircraft flew over my vehicle I was driving my vehicle on Reid hwy near Dayton/caversham when a large aircraft that I believe to be “cloaked” flew directly over the top of my vehicle. No low flying commercial planes were in the sky at this time. I looked around and saw nothing!  No tall trees, etc.   The aircraft was big enough to cast enough of a shadow that I felt shaded/ in slight darkness inside my vehicle for a fleeting moment/seconds. Posted 2025-12-07",Dayton,Western Australia,"Unknown Color: “Cloaked” Estimated Size: Unknown Viewed From: Land Angle of Elevation: 90 Closest Distance: Unknown Estimated Speed: Unknown Cloaked aircraft flew over my vehicle I was driving my vehicle on Reid hwy near Dayton/caversham when a large aircraft that I believe to be “cloaked” flew directly over the top of my vehicle. No low flying commercial planes were in the sky at this time. I looked around and saw nothing!  No tall trees, etc.   The aircraft was big enough to cast enough of a shadow that I felt shaded/ in slight darkness inside my vehicle for a fleeting moment/seconds. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194578 Occurred: 2025-12-01 13:00 Local Reported: 2025-12-06 07:22 Pacific Duration: Seconds No of observers: 1 Location: Dayton, Western Australia, Australia Location details: West bound on Reid hwy Shape: Unknown Color: “Cloaked” Estimated Size: Unknown Viewed From: Land Angle of Elevation: 90 Closest Distance: Unknown Estimated Speed: Unknown Cloaked aircraft flew over my vehicle I was driving my vehicle on Reid hwy near Dayton/caversham when a large aircraft that I believe to be “cloaked” flew directly over the top of my vehicle. No low flying commercial planes were in the sky at this time. The aircraft was big enough to cast enough of a shadow that I felt shaded/ in slight darkness inside my vehicle for a fleeting moment/seconds",https://nuforc.org/sighting/?id=194578
"2025-12-01 18:15 Local Reported: 2025-12-06 12:23 Pacific Duration: 13 secs No of observers: 1 Location: Adwick le Street, England, United Kingdom Location details: Adwick-le-Street Doncaster Shape: Oval Color: Bright light Estimated Size: ? Viewed From: Land Angle of Elevation: 52 Closest Distance: ? Estimated Speed: ? Characteristics: Possible abduction Light moving slowly. No sound at all NUFORC Note: Good video Posted 2025-12-07",Adwick le Street,England,Oval Color: Bright light Estimated Size: ? Viewed From: Land Angle of Elevation: 52 Closest Distance: ? Estimated Speed: ? Characteristics: Possible abduction Light moving slowly. No sound at all NUFORC Note: Good video Posted 2025-12-07,,,,"Skip to content NUFORC UFO Sighting 194582 Occurred: 2025-12-01 18:15 Local Reported: 2025-12-06 12:23 Pacific Duration: 13 secs No of observers: 1 Location: Adwick le Street, England, United Kingdom Location details: Adwick-le-Street Doncaster Shape: Oval Color: Bright light Estimated Size:. Viewed From: Land Angle of Elevation: 52 Closest Distance:. Characteristics: Possible abduction Light moving slowly",https://nuforc.org/sighting/?id=194582
"2025-12-06 18:12 Local Reported: 2025-12-06 16:28 Pacific Duration: 5 minutes No of observers: 3 Location: Lac du Flambeau, WI, USA Location details: Behind and above apartment Shape: Rectangle Color: Green blue orange Estimated Size: 2 school buses Viewed From: Land Direction from Viewer: North Angle of Elevation: 90 Closest Distance: 30ft Estimated Speed: 20mph Characteristics: Left a trail Was standing outside and saw a unknown craft with different colors emitting off of it Was outside smoking a cigarette with my sister and saw a rectangular craft emitting multiple colors appear and fly it was quiet no sound. It flew over us and shot off and disappeared in a explosion of lights of green blue orange yellow. Posted 2025-12-07",Lac du Flambeau,WI,Rectangle Color: Green blue orange Estimated Size: 2 school buses Viewed From: Land Direction from Viewer: North Angle of Elevation: 90 Closest Distance: 30ft Estimated Speed: 20mph Characteristics: Left a trail Was standing outside and saw a unknown craft with different colors emitting off of it Was outside smoking a cigarette with my sister and saw a rectangular craft emitting multiple colors appear and fly it was quiet no sound. It flew over us and shot off and disappeared in a explosion of lights of green blue orange yellow. Posted 2025-12-07,,,,"Skip to content NUFORC UFO Sighting 194586 Occurred: 2025-12-06 18:12 Local Reported: 2025-12-06 16:28 Pacific Duration: 5 minutes No of observers: 3 Location: Lac du Flambeau, WI, USA Location details: Behind and above apartment Shape: Rectangle Color: Green blue orange Estimated Size: 2 school buses Viewed From: Land Direction from Viewer: North Angle of Elevation: 90 Closest Distance: 30ft Estimated Speed: 20mph Characteristics: Left a trail Was standing outside and saw a unknown craft with different colors emitting off of it Was outside smoking a cigarette with my sister and saw a rectangular craft emitting multiple colors appear and fly it was quiet no sound. It flew over us and shot off and disappeared in a explosion of lights of green blue orange yellow",https://nuforc.org/sighting/?id=194586
"2025-12-06 18:15 Local Reported: 2025-12-06 16:41 Pacific Duration: 2-4 minutes No of observers: 2 Location: Superior, WI, USA Location details: I’m my car going to my fiancés mothers in aspen court just turning into the road here house is on. Shape: Unknown Color: too dark to see Estimated Size: Very far away but maybe 50-90 feet Viewed From: Land Direction from Viewer: SouthEast Angle of Elevation: 72 Closest Distance: Many miles in the sky Estimated Speed: It went from right above us to vanishing in 50 sec Characteristics: Lights on object A Fir ball was in the sky close to hitting ground and vanished then a craft at a 70-75 degree angle zooms past with rotating lights A Fireball that looked like a missile or piece of debris was in the sky that seemed to be close to hitting the ground and suddenly vanished, then a craft appeared flying at a really odd angle roughly 70-75 degree angle zooms past with seemingly rotating lights that appeared to be in a row of thee. One white/yellow one red then one more white/yellow and then vanished over the horizon. This was in superior Wisconsin. Posted 2025-12-07",Superior,WI,"Unknown Color: too dark to see Estimated Size: Very far away but maybe 50-90 feet Viewed From: Land Direction from Viewer: SouthEast Angle of Elevation: 72 Closest Distance: Many miles in the sky Estimated Speed: It went from right above us to vanishing in 50 sec Characteristics: Lights on object A Fir ball was in the sky close to hitting ground and vanished then a craft at a 70-75 degree angle zooms past with rotating lights A Fireball that looked like a missile or piece of debris was in the sky that seemed to be close to hitting the ground and suddenly vanished, then a craft appeared flying at a really odd angle roughly 70-75 degree angle zooms past with seemingly rotating lights that appeared to be in a row of thee. One white/yellow one red then one more white/yellow and then vanished over the horizon. This was in superior Wisconsin. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194588 Occurred: 2025-12-06 18:15 Local Reported: 2025-12-06 16:41 Pacific Duration: 2-4 minutes No of observers: 2 Location: Superior, WI, USA Location details: I’m my car going to my fiancés mothers in aspen court just turning into the road here house is on. Shape: Unknown Color: too dark to see Estimated Size: Very far away but maybe 50-90 feet Viewed From: Land Direction from Viewer: SouthEast Angle of Elevation: 72 Closest Distance: Many miles in the sky Estimated Speed: It went from right above us to vanishing in 50 sec Characteristics: Lights on object A Fir ball was in the sky close to hitting ground and vanished then a craft at a 70-75 degree angle zooms past with rotating lights A Fireball that looked like a missile or piece of debris was in the sky that seemed to be close to hitting the ground and suddenly vanished, then a craft appeared flying at a really odd angle roughly 70-75 degree angle zooms past with seemingly rotating lights that appeared to be in a row of thee. One white/yellow one red then one more white/yellow and then vanished over the horizon",https://nuforc.org/sighting/?id=194588
"2025-12-06 19:15 Local Reported: 2025-12-06 16:53 Pacific Duration: 5 seconds No of observers: 3 - Military Location: Ravenna, MI, USA Location details: Driving North on Moorland and looking NW in the sky above the tree-line. Shape: Disk Color: Blue and green light Estimated Size: 100 yards Viewed From: Land Direction from Viewer: NW whole heading North on Moorland Rd Angle of Elevation: 45 Closest Distance: Approx 5 miles Estimated Speed: 300 mph? Characteristics: Lights on object, Aura or haze around object UFO above tree-line. Saw with Spouse and 1 child UFO with blue and green lights that looked bigger than a Military C-5 aircraft flying at low altitude. Posted 2025-12-07",Ravenna,MI,"Disk Color: Blue and green light Estimated Size: 100 yards Viewed From: Land Direction from Viewer: NW whole heading North on Moorland Rd Angle of Elevation: 45 Closest Distance: Approx 5 miles Estimated Speed: 300 mph? Characteristics: Lights on object, Aura or haze around object UFO above tree-line. Saw with Spouse and 1 child UFO with blue and green lights that looked bigger than a Military C-5 aircraft flying at low altitude. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194590 Occurred: 2025-12-06 19:15 Local Reported: 2025-12-06 16:53 Pacific Duration: 5 seconds No of observers: 3 - Military Location: Ravenna, MI, USA Location details: Driving North on Moorland and looking NW in the sky above the tree-line. Shape: Disk Color: Blue and green light Estimated Size: 100 yards Viewed From: Land Direction from Viewer: NW whole heading North on Moorland Rd Angle of Elevation: 45 Closest Distance: Approx 5 miles Estimated Speed: 300 mph. Characteristics: Lights on object, Aura or haze around object UFO above tree-line",https://nuforc.org/sighting/?id=194590
"2025-12-06 18:02 Local Reported: 2025-12-06 17:39 Pacific Duration: Colorado springs No of observers: 8 Location: Colorado Springs, CO, USA Shape: Formation Color: White Viewed From: Land Direction from Viewer: Coming from the mountain to right above where we were standing. Angle of Elevation: 45 Explanation: Starlink - Certain Characteristics: Lights on object Formation of moving Spears coming from Cheyenne Mountain towards 18th Street. And disappearing right above us We are getting ready to leave our house. When my husband and oldest son notice of formation of Lights of Spears coming from Cheyenne Mountain going north. They were traveling in a straight line information were triangle squares and a direct line. And disappearing into the sky right above us. Posted 2025-12-07",Colorado Springs,CO,Formation Color: White Viewed From: Land Direction from Viewer: Coming from the mountain to right above where we were standing. Angle of Elevation: 45 Explanation: Starlink - Certain Characteristics: Lights on object Formation of moving Spears coming from Cheyenne Mountain towards 18th Street. And disappearing right above us We are getting ready to leave our house. When my husband and oldest son notice of formation of Lights of Spears coming from Cheyenne Mountain going north. They were traveling in a straight line information were triangle squares and a direct line. And disappearing into the sky right above us. Posted 2025-12-07,,,,"Skip to content NUFORC UFO Sighting 194593 Occurred: 2025-12-06 18:02 Local Reported: 2025-12-06 17:39 Pacific Duration: Colorado springs No of observers: 8 Location: Colorado Springs, CO, USA Shape: Formation Color: White Viewed From: Land Direction from Viewer: Coming from the mountain to right above where we were standing. Angle of Elevation: 45 Explanation: Starlink - Certain Characteristics: Lights on object Formation of moving Spears coming from Cheyenne Mountain towards 18th Street. And disappearing right above us We are getting ready to leave our house",https://nuforc.org/sighting/?id=194593
"2025-12-06 15:24 Local Reported: 2025-12-06 18:10 Pacific Duration: 2 min, 22 sec No of observers: 1 Location: Union Park, FL, USA Location details: At home Shape: Circle Color: Black Estimated Size: No idea Viewed From: Land Direction from Viewer: South Angle of Elevation: 60 Closest Distance: No idea Estimated Speed: No idea Explanation: Balloon - Certain Characteristics: Aura or haze around object Black, circular, flat, donut (hole in middle?), moving in sky in central Florida. Noticed it to the south of my house. It was moving north east of me. Posted 2025-12-07",Union Park,FL,"Circle Color: Black Estimated Size: No idea Viewed From: Land Direction from Viewer: South Angle of Elevation: 60 Closest Distance: No idea Estimated Speed: No idea Explanation: Balloon - Certain Characteristics: Aura or haze around object Black, circular, flat, donut (hole in middle?), moving in sky in central Florida. Noticed it to the south of my house. It was moving north east of me. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194594 Occurred: 2025-12-06 15:24 Local Reported: 2025-12-06 18:10 Pacific Duration: 2 min, 22 sec No of observers: 1 Location: Union Park, FL, USA Location details: At home Shape: Circle Color: Black Estimated Size: No idea Viewed From: Land Direction from Viewer: South Angle of Elevation: 60 Closest Distance: No idea Estimated Speed: No idea Explanation: Balloon - Certain Characteristics: Aura or haze around object Black, circular, flat, donut (hole in middle",https://nuforc.org/sighting/?id=194594
"2025-12-06 20:30 Local Reported: 2025-12-06 18:31 Pacific Duration: 20 seconds No of observers: 2 Location: Red Lion, PA, USA Location details: Outskirts of red lion, heading towards winterstown Shape: Orb Color: Blueish white Estimated Size: about 3-4 times the width of the road Viewed From: Land Direction from Viewer: Northwest Angle of Elevation: 45 Closest Distance: 1 mile Estimated Speed: Faster than every jet I saw at Andrew’s AFB Characteristics: Lights on object, Aura or haze around object, Left a trail I literally cannot explain what else it could’ve been My wife and I were heading home from shrewsbury, I was on and off my phone watching the Georgia game, and we were driving towards Winterstown on the outskirts of red lion.  A little past the trailer park, overtop of the fields, I see a blueish white orb flash. I didn’t say anything because I just figured it was nothing, some weird reflection from the windshield or something. Then, within the clouds out of my peripheral, I see the orb reappear, flash, and then begin to move in a circlular motion, just as a spot light would at like a car dealership. I assumed that that’s what it was since there are quite a few in red lion. So I look down at my phone to check the score of the Georgia college football game, and within seconds my wife (driving) says LOOK! And points, i immediately look to where I last saw the orb. Then we were both seeing it at the same time,…I went to say “what the f is that”….and as soon as I got to the f word, it swooped down from the clouds, literally like a dip or a swoop if that makes sense….it was way wider than the road we were driving on, but the lights were so bright that you could not make out a shape…and within 2-3 seconds after that, it took off at an unexplainable speed and left a slight blue trail. This whole scenario happened in about 60 seconds to a minute and a half total. Posted 2025-12-07",Red Lion,PA,"Orb Color: Blueish white Estimated Size: about 3-4 times the width of the road Viewed From: Land Direction from Viewer: Northwest Angle of Elevation: 45 Closest Distance: 1 mile Estimated Speed: Faster than every jet I saw at Andrew’s AFB Characteristics: Lights on object, Aura or haze around object, Left a trail I literally cannot explain what else it could’ve been My wife and I were heading home from shrewsbury, I was on and off my phone watching the Georgia game, and we were driving towards Winterstown on the outskirts of red lion.  A little past the trailer park, overtop of the fields, I see a blueish white orb flash. I didn’t say anything because I just figured it was nothing, some weird reflection from the windshield or something. Then, within the clouds out of my peripheral, I see the orb reappear, flash, and then begin to move in a circlular motion, just as a spot light would at like a car dealership. I assumed that that’s what it was since there are quite a few in red lion. So I look down at my phone to check the score of the Georgia college football game, and within seconds my wife (driving) says LOOK! And points, i immediately look to where I last saw the orb. Then we were both seeing it at the same time,…I went to say “what the f is that”….and as soon as I got to the f word, it swooped down from the clouds, literally like a dip or a swoop if that makes sense….it was way wider than the road we were driving on, but the lights were so bright that you could not make out a shape…and within 2-3 seconds after that, it took off at an unexplainable speed and left a slight blue trail. This whole scenario happened in about 60 seconds to a minute and a half total. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194595 Occurred: 2025-12-06 20:30 Local Reported: 2025-12-06 18:31 Pacific Duration: 20 seconds No of observers: 2 Location: Red Lion, PA, USA Location details: Outskirts of red lion, heading towards winterstown Shape: Orb Color: Blueish white Estimated Size: about 3-4 times the width of the road Viewed From: Land Direction from Viewer: Northwest Angle of Elevation: 45 Closest Distance: 1 mile Estimated Speed: Faster than every jet I saw at Andrew’s AFB Characteristics: Lights on object, Aura or haze around object, Left a trail I literally cannot explain what else it could’ve been My wife and I were heading home from shrewsbury, I was on and off my phone watching the Georgia game, and we were driving towards Winterstown on the outskirts of red lion. A little past the trailer park, overtop of the fields, I see a blueish white orb flash. I didn’t say anything because I just figured it was nothing, some weird reflection from the windshield or something",https://nuforc.org/sighting/?id=194595
"2025-12-06 18:15 Local Reported: 2025-12-06 21:48 Pacific Duration: Only a few seconds No of observers: 1 Location: Black River Falls, WI, USA Location details: Driving in Hwy 12 west crossing over the west bound overpass of I-94 in Black River Falls, WI Shape: Orb Color: Green, almost like Estimated Size: 3-50ft Viewed From: Land Direction from Viewer: Facing north, object was moving east. Angle of Elevation: 50 Closest Distance: 25-300 ft Estimated Speed: 0- undetermined Explanation: Drone - Possible Characteristics: Lights on object, Aura or haze around object A lighted object for only a few seconds. Green and in the snowy sky, semed to be small accelerating then disappeared in front of me I saw a lighted object for only a few seconds. It was round and Green and in the snowy sky, it appeared small, hovering and then accelerating, and disappeared in front of me.  This was glowing and still then moved, accelerated and disappeared right in front of me. Posted 2025-12-07",Black River Falls,WI,"Orb Color: Green, almost like Estimated Size: 3-50ft Viewed From: Land Direction from Viewer: Facing north, object was moving east. Angle of Elevation: 50 Closest Distance: 25-300 ft Estimated Speed: 0- undetermined Explanation: Drone - Possible Characteristics: Lights on object, Aura or haze around object A lighted object for only a few seconds. Green and in the snowy sky, semed to be small accelerating then disappeared in front of me I saw a lighted object for only a few seconds. It was round and Green and in the snowy sky, it appeared small, hovering and then accelerating, and disappeared in front of me.  This was glowing and still then moved, accelerated and disappeared right in front of me. Posted 2025-12-07",,,,"Skip to content NUFORC UFO Sighting 194598 Occurred: 2025-12-06 18:15 Local Reported: 2025-12-06 21:48 Pacific Duration: Only a few seconds No of observers: 1 Location: Black River Falls, WI, USA Location details: Driving in Hwy 12 west crossing over the west bound overpass of I-94 in Black River Falls, WI Shape: Orb Color: Green, almost like Estimated Size: 3-50ft Viewed From: Land Direction from Viewer: Facing north, object was moving east. Angle of Elevation: 50 Closest Distance: 25-300 ft Estimated Speed: 0- undetermined Explanation: Drone - Possible Characteristics: Lights on object, Aura or haze around object A lighted object for only a few seconds. Green and in the snowy sky, semed to be small accelerating then disappeared in front of me I saw a lighted object for only a few seconds",https://nuforc.org/sighting/?id=194598
"2025-12-06 19:30 Local Reported: 2025-12-07 04:25 Pacific Duration: West skys No of observers: 3 Location: Monroe, MI, USA Location details: West of Monroe County Fairgrounds Shape: Unknown Color: Red and white light. Viewed From: Land Direction from Viewer: West skys Angle of Elevation: 45 Characteristics: Lights on object, Made a sound, Electrical or magnetic effects, Possible abduction I was abducted in South Monroe Michigan 30 yrs ago as a child so I'm so fascinated with ufos they are now apart of me . My boyfriend was outside and he yelled inside hurry up come look at this so I ran to the door and then I grab my phone and started recording. In the video my voice sounded like there is high magnetic field in the air . It lasted for about 7 min and just vanished, but I caught an awesome footage!!! Posted 2025-12-08",Monroe,MI,"Unknown Color: Red and white light. Viewed From: Land Direction from Viewer: West skys Angle of Elevation: 45 Characteristics: Lights on object, Made a sound, Electrical or magnetic effects, Possible abduction I was abducted in South Monroe Michigan 30 yrs ago as a child so I'm so fascinated with ufos they are now apart of me . My boyfriend was outside and he yelled inside hurry up come look at this so I ran to the door and then I grab my phone and started recording. In the video my voice sounded like there is high magnetic field in the air . It lasted for about 7 min and just vanished, but I caught an awesome footage!!! Posted 2025-12-08",,,,"Skip to content NUFORC UFO Sighting 194600 Occurred: 2025-12-06 19:30 Local Reported: 2025-12-07 04:25 Pacific Duration: West skys No of observers: 3 Location: Monroe, MI, USA Location details: West of Monroe County Fairgrounds Shape: Unknown Color: Red and white light. Viewed From: Land Direction from Viewer: West skys Angle of Elevation: 45 Characteristics: Lights on object, Made a sound, Electrical or magnetic effects, Possible abduction I was abducted in South Monroe Michigan 30 yrs ago as a child so I'm so fascinated with ufos they are now apart of me. My boyfriend was outside and he yelled inside hurry up come look at this so I ran to the door and then I grab my phone and started recording",https://nuforc.org/sighting/?id=194600
